Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Commune,Venue,Venue Id,Venue Likes,Venue Latitude,Venue Longitude,Venue Category
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",Trufa Cafetería Gourmet,53fa8341498eacb60d6c591a,46,-33.44829882742421,-70.58119647235955,Coffee Shop
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",BEAUTY FACTORY PELUQUERÍA Y UÑAS,4e1b5c39628473611340751c,12,-33.44827150377379,-70.58056418858074,Salon / Barbershop
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",Délice Pâtisserie,4ff76b06d86ca0c938e5d4b8,140,-33.44829507644408,-70.5806731279802,Bakery
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",Kibo Sushi,510c6f43e4b074f33d928e6b,6,-33.44813407958471,-70.58037177114421,Sushi Restaurant
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",Comida Casera El Granado,4c7fe774e602b1f7ccdb847a,3,-33.448404,-70.580217,Diner
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",La Ruta de la Milanesa 2,5029ac24e4b06703fffb8b76,26,-33.448317654999144,-70.58062374798254,Fast Food Restaurant
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",Sportlife,4b6ec801f964a5205cca2ce3,193,-33.44855715254528,-70.58301960233763,Gym
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",Pan Pam Pan,4cb77727f50e224bbe50dffb,11,-33.44861559374924,-70.58077586980639,Bakery
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",Cafe Noi,4df7a5f71495dd5ffb86cc2a,4,-33.44927811585631,-70.58102913825228,Café
Villa Los Alerces,-33.471186050171674,-70.60417329598476,"Ñuñoa, Santiago de Chile",Panaderia y Pastelería Las Rias,4b8047c3f964a520b86330e3,64,-33.4721919135635,-70.60637796347275,Bakery
Villa Los Alerces,-33.471186050171674,-70.60417329598476,"Ñuñoa, Santiago de Chile",Donde Camilo,4e4eb42852b1e893ad508116,9,-33.47206113820815,-70.60621735251196,Peruvian Restaurant
Villa Los Alerces,-33.471186050171674,-70.60417329598476,"Ñuñoa, Santiago de Chile",Zhong Xin,4dc1a6d045dd472e9b7cd582,4,-33.471766,-70.606381,Chinese Restaurant
Villa Los Alerces,-33.471186050171674,-70.60417329598476,"Ñuñoa, Santiago de Chile",Plaza Zañartu,4dc70ed9b0fb5556cd1931bc,6,-33.472438239319644,-70.60606125805415,Plaza
Villa Los Alerces,-33.471186050171674,-70.60417329598476,"Ñuñoa, Santiago de Chile",Paradero PD44,4f367f6be4b00af178ea24a8,1,-33.47048,-70.6065,Bus Station
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Academia Choy Lee Fut,4beac71162c0c928373ae1d4,19,-33.45195394191967,-70.62121703091324,Martial Arts School
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Papa John's,56ba7ff6498e875d19649cb7,15,-33.44972656942828,-70.6215893315587,Pizza Place
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",El Gusto Peruano,560c2178498e191b70522853,66,-33.45061065779798,-70.62393432006016,Latin American Restaurant
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Cambre Studio,52d59385498eed6d46fb2405,9,-33.450458036899825,-70.62232009698879,Gym / Fitness Center
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Sala de Ensayo Lagarto,4d72d5b9fdee2c0f028dbb78,7,-33.453000884952104,-70.6213681969539,Music Venue
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Vega Italia,5b79b1b989ad46002471f62f,8,-33.45152,-70.623473,Shopping Plaza
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Italia 1805,50a67685e4b0453ba8dc580b,8,-33.4508953887709,-70.6238707990166,Furniture / Home Store
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Da Noi,4b55adf7f964a52089eb27e3,710,-33.4507787972358,-70.62388499388167,Italian Restaurant
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Minimarket Belorado,4e3156ee7d8b9b256bca22d9,7,-33.45013328988823,-70.62049975636903,Grocery Store
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Café Cariño,5acfefcdeb449955cb660828,6,-33.450706,-70.62364,Coffee Shop
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Sala Prove,50415effe4b0a105068ec4e8,8,-33.44945225044749,-70.62362797762944,Concert Hall
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Lider Express,562cd85e498eb20827fa2c3b,69,-33.44956721167367,-70.62128120619734,Big Box Store
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",BlueSense Restobar,4f24c0ffe4b047657a17c371,26,-33.45333892195634,-70.6201506266278,Asian Restaurant
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Rikuzen Sushi,52be128c498efb0047a27ba7,6,-33.452354431152344,-70.62097930908203,Japanese Restaurant
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Farmacias Cruz Verde,57cc48a1498ec7dfd703a741,0,-33.449731,-70.621528,Pharmacy
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Bar El Ático,4bef7174d1b7d13ab9d4cdec,56,-33.453310078386096,-70.61984200684665,Bar
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Paradero Pd482,4e188d70e4cd49a7e3eaa417,0,-33.45014344630309,-70.62157771328606,Bus Station
Villa Salvador Cruz Gana,-33.45093995493415,-70.62093491694934,"Ñuñoa, Santiago de Chile",Chiledrink,4f11fb3ce4b01eefeec9a36a,1,-33.45350332340417,-70.62054368543052,Liquor Store
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Academia Bamboleo,4e8a658a550385f0950740e2,9,-33.44052779684566,-70.63350619228449,Dance Studio
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",La Casa del Chef,4dd80bd22271c5d36d4afe7a,239,-33.44283446579608,-70.63373407430258,Peruvian Restaurant
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Hidden Bar,562fedc8498e711812d0c800,13,-33.44043279207029,-70.63540241763592,Cocktail Bar
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Original Green Roasters,4f50f8cbe4b093e2bd9cc4d6,157,-33.44158772238465,-70.63296283364603,Coffee Shop
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Parque Bustamante,4b5b5e81f964a52062f828e3,798,-33.44078849867101,-70.632004737854,Park
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Restaurante Japón,4b8db714f964a5202b0a33e3,329,-33.44029986343263,-70.63499202234794,Japanese Restaurant
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Academia Embrujo,4de6c9f018381a514be7cee2,9,-33.44145085208071,-70.63195342308131,Arts & Entertainment
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Hostal Río Amazonas,4c4143ed520fa593c77ac9ac,19,-33.43972653497434,-70.63465420440504,Hostel
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Volumen Producciones,51f72b3e2fc6cafd4552e156,12,-33.440540325690684,-70.63334782505838,Music Venue
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",La Casa del Chef,4b7ecbfff964a520340030e3,120,-33.44170136860836,-70.6331574091828,South American Restaurant
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Hostal Providencia,4d001fbd506d6a3124671f86,84,-33.4408423229688,-70.6335032070807,Hostel
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Café Triciclo,52debeff498ed47162b409bf,41,-33.43888154427879,-70.63466012477875,Coffee Shop
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Zenwich,4f284466e4b0c4862181e83d,24,-33.4423714148733,-70.63577571399352,Sushi Restaurant
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Maestro Criollo,56a18ab6498ef3168dde340e,9,-33.441769,-70.633432,Restaurant
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Casa de Cena,4c1e5b59fcf8c9b6bc1fad0b,116,-33.43898172982645,-70.63434477499678,Latin American Restaurant
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",La Máquina del Arte,4dc1a2c7c65b268b41e08e8a,5,-33.44144438626849,-70.63233031191054,Performing Arts Venue
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",El Buen Pasar,50896ef5e4b0f9429709a13c,4,-33.442534265237526,-70.63560962677002,Comfort Food Restaurant
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Juegos Infantiles - Parque Bustamante,4ee3e3a0aa1fd7f753edcf8c,13,-33.440533366601606,-70.63223333696558,Playground
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Sabores Del Parque,526022cf11d2b63fbcc3c69b,8,-33.44167554447431,-70.63303320181119,Restaurant
Villa Rebeca Matte,-33.44142997331984,-70.63451489928855,"Ñuñoa, Santiago de Chile",Societa di Mutuo Soccorso Italia e L'Umanitaria Riunite,4d8baa877aeb5941f7258759,9,-33.44108756959709,-70.63477168531351,Italian Restaurant
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",La Piccata,4b65a5a3f964a520b2f72ae3,38,-33.44637110947557,-70.6009691068966,Restaurant
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",Santiago Budokan,4ea353838231f6dc6a6d3524,16,-33.4454980244194,-70.60281292088422,Martial Arts School
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",Taib,4cf6da82665854814ba9cb98,36,-33.44526783259284,-70.60272777396189,Falafel Restaurant
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",Jardín Español,4e909a2e722ebb868bc4c6e1,8,-33.44862686205281,-70.60086407272014,Flower Shop
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",El Emir,5a14b7b3446ea625e46146cb,7,-33.445334,-70.602676,Lebanese Restaurant
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",El pizza pollo,51055ed0e4b0e893fc94623c,6,-33.44825439568759,-70.60138473168813,Fried Chicken Joint
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",Líquidos,4c6c2832e6b7b1f77f3aa68e,37,-33.44463191812317,-70.59967549792697,Liquor Store
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",Plaza 18 de Septiembre,4b69fca9f964a520eabf2be3,37,-33.444642567258946,-70.59872388839722,Plaza
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",Verdani,4bdb754c63c5c9b6e3232868,4,-33.44455069107172,-70.59927292496054,Café
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",Panaderia Oriente,4b6afe18f964a52038eb2be3,18,-33.44655048505157,-70.60097974316773,Bakery
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",Salcobrand,4cc611a1b2beb1f7d360264c,23,-33.448270438205014,-70.60085741139484,Pharmacy
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",Sushi Fresh,4f0e415d7716c5cc0ad5376d,4,-33.4475419583765,-70.60075968503952,Sushi Restaurant
Villa Exequiel González Cortés,-33.44594999999998,-70.60118999999997,"Ñuñoa, Santiago de Chile",El Esquinazo,4e9dbd38b803b7506dbe6ed8,21,-33.44476958138165,-70.60120018710798,Restaurant
Población Rosita Renard,-33.44123982887091,-70.57510133769239,"Ñuñoa, Santiago de Chile",Daniel's Bakery & Cafe,54f74ae5498eee4886896a72,272,-33.4401784731176,-70.5766799461946,Pie Shop
Población Rosita Renard,-33.44123982887091,-70.57510133769239,"Ñuñoa, Santiago de Chile",Restaurant Piedra Noble,5160562de4b0e63c72f3645b,5,-33.43915866741301,-70.57317940731068,Fast Food Restaurant
Población Rosita Renard,-33.44123982887091,-70.57510133769239,"Ñuñoa, Santiago de Chile",Supermercado La Verbena,4bf46ac9354e9c7489be2602,8,-33.43865071456813,-70.57483517064858,Grocery Store
Población Rosita Renard,-33.44123982887091,-70.57510133769239,"Ñuñoa, Santiago de Chile",Big John Av.Ossa,4bcf5eb3b221c9b624e7d1d0,0,-33.441948372269174,-70.57344084399038,Grocery Store
Población Rosita Renard,-33.44123982887091,-70.57510133769239,"Ñuñoa, Santiago de Chile",Plaza Fanor Blanco,508732e1e4b0661f485ddd39,5,-33.44269130173817,-70.57719036710574,Park
Población Santa Julia,-33.46036435735226,-70.58979852511449,"Ñuñoa, Santiago de Chile",Parque Juan XXIII,4c44e054f97fbe9afdd1bb30,105,-33.461876006124605,-70.58900379912308,Park
Población Santa Julia,-33.46036435735226,-70.58979852511449,"Ñuñoa, Santiago de Chile",Plaza Tocornal,54498f96498e78621ab417b9,7,-33.45925179536711,-70.59195779843431,Plaza
Población Santa Julia,-33.46036435735226,-70.58979852511449,"Ñuñoa, Santiago de Chile",Yoga Kundalini,4ddd91551f6e03694730952c,4,-33.46133193453545,-70.59091612401214,Yoga Studio
Población Santa Julia,-33.46036435735226,-70.58979852511449,"Ñuñoa, Santiago de Chile",Ciclovía Juan Moya,4f6c9922e4b032eb6238252e,2,-33.46184323944381,-70.58891300458748,Other Great Outdoors
Población Santa Julia,-33.46036435735226,-70.58979852511449,"Ñuñoa, Santiago de Chile",Hostal BrownSur,4f087969e4b0ca3a5c4c4bb8,0,-33.46176429148665,-70.59229297346404,Bed & Breakfast
