Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Commune,Venue,Venue Id,Venue Likes,Venue Latitude,Venue Longitude,Venue Category
Barrio Simón Bolívar,-33.448525665261286,-70.59238064187863,"Ñuñoa, Santiago de Chile",Lian Wa,4be9f245415e20a19681e4bb,28,-33.44887309054009,-70.59299800822424,Chinese Restaurant
Barrio Simón Bolívar,-33.448525665261286,-70.59238064187863,"Ñuñoa, Santiago de Chile",Café La Bicicleta,4be9e5d9a9900f4716ea1540,10,-33.44843760629708,-70.59224068811139,Coffee Shop
Barrio Simón Bolívar,-33.448525665261286,-70.59238064187863,"Ñuñoa, Santiago de Chile",Polos Pollos,4c8fcb7904a1b60c5f13a23e,10,-33.448645926304486,-70.59063939810737,Fast Food Restaurant
Barrio Simón Bolívar,-33.448525665261286,-70.59238064187863,"Ñuñoa, Santiago de Chile",Soko,4b8bf4f9f964a5209fb432e3,10,-33.448760756667944,-70.59132049007536,Sushi Restaurant
Barrio Parque del Deporte,-33.46015324235977,-70.60981517038425,"Ñuñoa, Santiago de Chile",Pastelería Tradición Pompadour,4f3ab34a6b74f346e09f51ae,5,-33.45910762219555,-70.60696170215532,Pie Shop
Barrio Parque del Deporte,-33.46015324235977,-70.60981517038425,"Ñuñoa, Santiago de Chile",La Esquina Limeña,4dced070b0fb25f6e34dc8df,97,-33.45823327837319,-70.61181212328432,South American Restaurant
Barrio Parque del Deporte,-33.46015324235977,-70.60981517038425,"Ñuñoa, Santiago de Chile",Salas de ensayo Grecia,5172b4bae4b0f71f6ad7079f,12,-33.46170649409939,-70.6112984603303,Music Venue
Barrio Parque del Deporte,-33.46015324235977,-70.60981517038425,"Ñuñoa, Santiago de Chile",Todo Fruta,4cf133fd1c158cfad83fcfb5,7,-33.4578605064443,-70.60973273596572,Food Truck
Barrio Parque del Deporte,-33.46015324235977,-70.60981517038425,"Ñuñoa, Santiago de Chile",Montaña China,4c537d1ba724e21ea06bd0f4,32,-33.461768592762446,-70.60969040635922,Chinese Restaurant
Barrio Parque del Deporte,-33.46015324235977,-70.60981517038425,"Ñuñoa, Santiago de Chile",Paradero PD115,4e64b745c65b2dc8a095c0d5,0,-33.462165005326014,-70.60887336730957,Bus Line
Barrio Estadio Nacional,-33.46444,-70.61059,"Ñuñoa, Santiago de Chile",Estadio Nacional Julio Martínez Prádanos,4b531300f964a520298e27e3,2353,-33.4630182399185,-70.610441467483,Soccer Stadium
Barrio Estadio Nacional,-33.46444,-70.61059,"Ñuñoa, Santiago de Chile",Patinodromo CAR Estadio Nacional,4e7e3d7e9a526083966a06f0,7,-33.466045460242434,-70.61163817576727,Skating Rink
Barrio Estadio Nacional,-33.46444,-70.61059,"Ñuñoa, Santiago de Chile",Pista Atlética Estadio Nacional,4c6b37d40c3ac9b6d6bbd138,224,-33.46513653123558,-70.60870170593262,Track Stadium
Barrio Estadio Nacional,-33.46444,-70.61059,"Ñuñoa, Santiago de Chile",Court Central,4d70f57e766da143876256ad,12,-33.46277259449888,-70.61232925548116,Tennis Court
Barrio Estadio Nacional,-33.46444,-70.61059,"Ñuñoa, Santiago de Chile",Club de Tenis - Estadio Nacional,4dd934d0b0fb8af380b12bf9,12,-33.46268274115621,-70.61301496762864,Tennis Court
Barrio Estadio Nacional,-33.46444,-70.61059,"Ñuñoa, Santiago de Chile",Medialuna,4e75187fc65bb91db4375f57,2,-33.466585768195465,-70.61001739054987,Soccer Stadium
Barrio Estadio Nacional,-33.46444,-70.61059,"Ñuñoa, Santiago de Chile",Pista de Hockey y Patinaje Artístico,52597059498e02746c8632a8,3,-33.46588418981234,-70.61275936099142,Skating Rink
Barrio Estadio Nacional,-33.46444,-70.61059,"Ñuñoa, Santiago de Chile",Paradero PD115,4e64b745c65b2dc8a095c0d5,0,-33.462165005326014,-70.60887336730957,Bus Line
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",La Lucila,4fad7774e4b0b4524519855c,15,-33.45444961464909,-70.6182258285674,Tea Room
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",Academia Choy Lee Fut,4beac71162c0c928373ae1d4,19,-33.45195394191967,-70.62121703091324,Martial Arts School
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",La Sushiteka,52f00e5f498e20d62672840b,11,-33.453125,-70.61736297607422,Japanese Restaurant
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",Sala de Ensayo Lagarto,4d72d5b9fdee2c0f028dbb78,7,-33.453000884952104,-70.6213681969539,Music Venue
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",Mingus Coffee,5495fbc7498ed521a2a74ec9,19,-33.4535892494023,-70.6216582003981,Coffee Shop
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",BlueSense Restobar,4f24c0ffe4b047657a17c371,26,-33.45333892195634,-70.6201506266278,Asian Restaurant
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",House Rock & Blues,4b6b7562f964a520180a2ce3,82,-33.45424266517563,-70.62072214035074,Pub
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",Rikuzen Sushi,52be128c498efb0047a27ba7,6,-33.452354431152344,-70.62097930908203,Japanese Restaurant
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",Gold pizza,4d0bc4dddd5fa1cd97f45a89,3,-33.454505,-70.617894,Pizza Place
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",Bar El Ático,4bef7174d1b7d13ab9d4cdec,56,-33.453310078386096,-70.61984200684665,Bar
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",Punto Sabroso,54623c51498eda544ceb5035,14,-33.45306531139143,-70.61747956714677,Peruvian Restaurant
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",Chiledrink,4f11fb3ce4b01eefeec9a36a,1,-33.45350332340417,-70.62054368543052,Liquor Store
Barrio Irarrázaval,-33.45320912710022,-70.61926435307333,"Ñuñoa, Santiago de Chile",Caleido,531a85cd498e246981a80f0f,65,-33.45310966372074,-70.61683537016802,Nightclub
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",La Piccata,4b65a5a3f964a520b2f72ae3,38,-33.44637110947557,-70.6009691068966,Restaurant
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Rincón do Açai,4e4c31b245dde1d209dc7bc7,59,-33.44532741867336,-70.59734523296356,Brazilian Restaurant
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Cancha Futbolito Sucre,4d9726362bd6f04d61914750,10,-33.44851326843095,-70.5991192339082,Soccer Field
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Outlet Mascotas,4d935363b189721ed914352a,22,-33.447855142357255,-70.59885234202193,Pet Store
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",El Emir,5a14b7b3446ea625e46146cb,7,-33.445334,-70.602676,Lebanese Restaurant
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Plaza 18 de Septiembre,4b69fca9f964a520eabf2be3,37,-33.444642567258946,-70.59872388839722,Plaza
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",El pizza pollo,51055ed0e4b0e893fc94623c,6,-33.44825439568759,-70.60138473168813,Fried Chicken Joint
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Telas Atriles,4da4ca569aa4721eef4e3f1a,8,-33.4449738032587,-70.59759736061096,Arts & Crafts Store
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Líquidos,4c6c2832e6b7b1f77f3aa68e,37,-33.44463191812317,-70.59967549792697,Liquor Store
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Verdani,4bdb754c63c5c9b6e3232868,4,-33.44455069107172,-70.59927292496054,Café
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Clinica Vet Petcare,4ca73f20d971b1f7e5db07e1,5,-33.444851,-70.597615,Pet Store
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",La Espiga,4bb7ac8e53649c74fc1446fb,21,-33.44631383507338,-70.59714333211396,Bakery
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Restaurant Flor Oriental,4c7b146093ef236a36c4b40f,13,-33.44517842613031,-70.59742989711498,Chinese Restaurant
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Santiago Pet Store,4daf562ff7b149e03f32128c,13,-33.44602041789738,-70.59643768920436,Pet Store
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Panaderia Oriente,4b6afe18f964a52038eb2be3,18,-33.44655048505157,-70.60097974316773,Bakery
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Farmacia Cruz Verde,578ebbfc498e4b9bf3dcf867,1,-33.445319,-70.597134,Pharmacy
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Sushi Mei,4d1003b15584f04d7d635516,7,-33.447696,-70.59867996009356,Sushi Restaurant
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Salcobrand,4cc611a1b2beb1f7d360264c,23,-33.448270438205014,-70.60085741139484,Pharmacy
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",Sushi Fresh,4f0e415d7716c5cc0ad5376d,4,-33.4475419583765,-70.60075968503952,Sushi Restaurant
Barrio Hernán Cortés,-33.446044965389206,-70.59956491952741,"Ñuñoa, Santiago de Chile",El Esquinazo,4e9dbd38b803b7506dbe6ed8,21,-33.44476958138165,-70.60120018710798,Restaurant
Barrio Suárez Mujica,-33.459779950072885,-70.6070349135469,"Ñuñoa, Santiago de Chile",PuntoMascotas,4f05af06e5facc333e4e1103,27,-33.458236506128046,-70.60564874915818,Pet Store
Barrio Suárez Mujica,-33.459779950072885,-70.6070349135469,"Ñuñoa, Santiago de Chile",Pastelería Tradición Pompadour,4f3ab34a6b74f346e09f51ae,5,-33.45910762219555,-70.60696170215532,Pie Shop
Barrio Suárez Mujica,-33.459779950072885,-70.6070349135469,"Ñuñoa, Santiago de Chile",Feria Juan Gomez Millas,4b642d07f964a52091a22ae3,48,-33.46035168147688,-70.60607615788619,Flea Market
Barrio Suárez Mujica,-33.459779950072885,-70.6070349135469,"Ñuñoa, Santiago de Chile",Doña Isidora,4cc9efac0a9ab1f7ee7818f4,1,-33.46036044162654,-70.6060844953419,Bakery
Barrio Suárez Mujica,-33.459779950072885,-70.6070349135469,"Ñuñoa, Santiago de Chile",Plaza Eusebio Lillo,4cd6c64adfb4a1cdb1c1605c,59,-33.460371836199585,-70.60610061974823,Plaza
Barrio Suárez Mujica,-33.459779950072885,-70.6070349135469,"Ñuñoa, Santiago de Chile",Papa John's,4c4f76a5a7351b8d6a4e1f93,145,-33.45756788068399,-70.60541315728139,Pizza Place
Barrio Suárez Mujica,-33.459779950072885,-70.6070349135469,"Ñuñoa, Santiago de Chile",Castillo Hamburger,55e37e13498e042767940946,57,-33.460342682799606,-70.60608826927657,Burger Joint
Barrio Suárez Mujica,-33.459779950072885,-70.6070349135469,"Ñuñoa, Santiago de Chile",Panificio,5746e324498e2b7c894be467,2,-33.460498,-70.605432,Bakery
Barrio Suárez Mujica,-33.459779950072885,-70.6070349135469,"Ñuñoa, Santiago de Chile",Parada 4 - Estadio Nacional (PD560),4e8ee0759adf0d7c3543a702,1,-33.46186328287447,-70.60652019428484,Bus Line
Barrio Suárez Mujica,-33.459779950072885,-70.6070349135469,"Ñuñoa, Santiago de Chile",Parada 2 - Estadio Nacional (PD582),500aaadce4b0629c8b2fb0ae,0,-33.46212920318799,-70.60758590698242,Bus Station
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Finestra,5215510011d2380fd1ffce9e,310,-33.45567369384937,-70.5947764348526,Italian Restaurant
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Fuente Suiza,4b5884e3f964a520c55b28e3,925,-33.45525860794065,-70.5960106773589,Sandwich Place
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Vinocracia,55f75a0e498e709df422013f,91,-33.45513017666054,-70.59472778942035,Wine Bar
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Teatro Universidad Católica,4c9e90422fb1a143f7f0eb40,149,-33.45494448727658,-70.59404909820411,Theater
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Pasteleria Maffi,4e79ee92ae60757c757732d7,24,-33.45531969492879,-70.5917067355486,Cupcake Shop
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Destileria,4d7acd7b51a3a093cc689bb3,422,-33.4537242342717,-70.59304550910485,Distillery
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Rock&Guitarras,4ce851e3baa6a1cdad462d6c,11,-33.4564400306619,-70.59533229219622,Rock Club
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Gimnasio Club Ñuñoa Plaza,4f6752efe4b08383b42d5e13,40,-33.453909339239694,-70.59244937369364,Gym
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Sajj Comida Árabe,55457d48498e6f518bcbcfde,81,-33.455165586077115,-70.59651254947521,Middle Eastern Restaurant
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Batuta,4b5a845ff964a52044c928e3,278,-33.45467205221149,-70.59433970181026,Rock Club
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Uncle Fletch,56e8a77bcd10addfbede23c8,198,-33.453905855037874,-70.59377287698642,Burger Joint
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Huamantanga - Fuente Peruana,5b5cb621826444003927a93c,10,-33.455181,-70.596909,Sandwich Place
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Batuta,4f597530e4b02c05d9df077e,13,-33.45467945146016,-70.59430305062796,Concert Hall
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Mr. Fish,50dc7ba4e4b0add0e0f67972,298,-33.45512956784755,-70.59710354574817,Fish & Chips Shop
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Panatura,5692d6d0498eb438cda32287,19,-33.455017588533366,-70.59707232313566,Vegetarian / Vegan Restaurant
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Como En Lima,4ca69b1db0b8236a944fa1e6,94,-33.45456194657859,-70.59322754163135,Peruvian Restaurant
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Salas 214,4c197604838020a11fd6e561,16,-33.4530630191147,-70.5931984391822,Concert Hall
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",La Taverna della Piazza,4b5399abf964a5201ea427e3,138,-33.455274049521336,-70.59304549993107,Italian Restaurant
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Helados Filippo,4be6fc728a8cb7135e88c4a0,80,-33.45529747588973,-70.59424521308082,Ice Cream Shop
Barrio Industrial Lo Encalada,-33.455209999999965,-70.59387999999996,"Ñuñoa, Santiago de Chile",Taxco,4b982e1bf964a520f13135e3,116,-33.45371413631455,-70.59371139396141,Mexican Restaurant
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Academia Choy Lee Fut,4beac71162c0c928373ae1d4,19,-33.45195394191967,-70.62121703091324,Martial Arts School
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Papa John's,56ba7ff6498e875d19649cb7,15,-33.44972656942828,-70.6215893315587,Pizza Place
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Cambre Studio,52d59385498eed6d46fb2405,9,-33.450458036899825,-70.62232009698879,Gym / Fitness Center
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Sala de Ensayo Lagarto,4d72d5b9fdee2c0f028dbb78,7,-33.453000884952104,-70.6213681969539,Music Venue
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Vega Italia,5b79b1b989ad46002471f62f,8,-33.45152,-70.623473,Shopping Plaza
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Mingus Coffee,5495fbc7498ed521a2a74ec9,19,-33.4535892494023,-70.6216582003981,Coffee Shop
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Italia 1805,50a67685e4b0453ba8dc580b,8,-33.4508953887709,-70.6238707990166,Furniture / Home Store
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Minimarket Belorado,4e3156ee7d8b9b256bca22d9,7,-33.45013328988823,-70.62049975636903,Grocery Store
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Café Cariño,5acfefcdeb449955cb660828,6,-33.450706,-70.62364,Coffee Shop
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",BlueSense Restobar,4f24c0ffe4b047657a17c371,26,-33.45333892195634,-70.6201506266278,Asian Restaurant
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Lider Express,562cd85e498eb20827fa2c3b,69,-33.44956721167367,-70.62128120619734,Big Box Store
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Rikuzen Sushi,52be128c498efb0047a27ba7,6,-33.452354431152344,-70.62097930908203,Japanese Restaurant
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Sushi Face,4be21246b02ec9b640274cc0,12,-33.45339789328484,-70.62270077499149,Sushi Restaurant
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Bar El Ático,4bef7174d1b7d13ab9d4cdec,56,-33.453310078386096,-70.61984200684665,Bar
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Farmacias Cruz Verde,57cc48a1498ec7dfd703a741,0,-33.449731,-70.621528,Pharmacy
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Paradero Pd482,4e188d70e4cd49a7e3eaa417,0,-33.45014344630309,-70.62157771328606,Bus Station
Barrio Colo Colo,-33.451432771932126,-70.62074061586925,"Ñuñoa, Santiago de Chile",Chiledrink,4f11fb3ce4b01eefeec9a36a,1,-33.45350332340417,-70.62054368543052,Liquor Store
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile",Parque San Eugenio,4d37feedfe80a1cd58bb809f,76,-33.46742006840033,-70.62537027689233,Park
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile",Completo S,4e456599d22d12b08bb2f68c,3,-33.46618261917372,-70.62669607689708,Hot Dog Joint
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile",Punto Copec,4c116c6c416620a1b215d9e4,28,-33.4670506069288,-70.62337301967779,Convenience Store
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile",Santa Barra,515aed05e4b084f1daad3f2d,17,-33.46613904276536,-70.62680293880216,Burger Joint
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile",Laboratorio Bagó de Chile S.A.,520a360e11d2031f21703f12,1,-33.46761525814837,-70.62484243862411,Pharmacy
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile",Cholita I,4d273795f7a9224b1a46e99f,0,-33.46741522073201,-70.62465654737326,Food Truck
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile",Medíatico Pizzas,4d5211b1c5ff6ea811cdaa07,10,-33.4667780543585,-70.62649741798025,Pizza Place
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile","Almacen ""Altiro""",4e340e681f6efba2411d4ec7,1,-33.46607365932877,-70.62594035738681,Dessert Shop
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile",sushi mitzuit,527aef9c498e3a669cdc6a1e,3,-33.466331481933594,-70.62664031982422,Japanese Restaurant
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile",Casino ABB,4d88e63c7d4c54811ffa4871,0,-33.465052950272934,-70.62577189382104,Malay Restaurant
Barrio Parque San Eugenio,-33.46647999999993,-70.62362999999993,"Ñuñoa, Santiago de Chile",Parada 2 - Metro Ñuble (PD204),4f267112e4b04f6e6b2212f0,1,-33.46761118821484,-70.62619278857322,Bus Line
Barrio Empart,-33.439689953084894,-70.5846849040057,"Ñuñoa, Santiago de Chile",Café Matte,5446b63a498e043785f8ff1b,37,-33.43921120158345,-70.5870445954013,Coffee Shop
Barrio Empart,-33.439689953084894,-70.5846849040057,"Ñuñoa, Santiago de Chile",Restaurant Xion Chang,4bb639a7f562ef3b64d12f97,16,-33.43941535899326,-70.58695230831947,Chinese Restaurant
Barrio Empart,-33.439689953084894,-70.5846849040057,"Ñuñoa, Santiago de Chile",Onomichi Nikkei,50259be0e4b0dd4acbd76ae3,26,-33.43994861898245,-70.58400430551593,Peruvian Restaurant
Barrio Empart,-33.439689953084894,-70.5846849040057,"Ñuñoa, Santiago de Chile",Kikay Sushi,4f0340cf93adc8245be62e14,0,-33.437634048485954,-70.58562763446882,Sushi Restaurant
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Pastelería Tradición Pompadour,4f3ab34a6b74f346e09f51ae,5,-33.45910762219555,-70.60696170215532,Pie Shop
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Feria Juan Gomez Millas,4b642d07f964a52091a22ae3,48,-33.46035168147688,-70.60607615788619,Flea Market
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Doña Isidora,4cc9efac0a9ab1f7ee7818f4,1,-33.46036044162654,-70.6060844953419,Bakery
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Plaza Eusebio Lillo,4cd6c64adfb4a1cdb1c1605c,59,-33.460371836199585,-70.60610061974823,Plaza
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Castillo Hamburger,55e37e13498e042767940946,57,-33.460342682799606,-70.60608826927657,Burger Joint
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Montaña China,4c537d1ba724e21ea06bd0f4,32,-33.461768592762446,-70.60969040635922,Chinese Restaurant
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Parada 2 - Estadio Nacional (PD582),500aaadce4b0629c8b2fb0ae,0,-33.46212920318799,-70.60758590698242,Bus Station
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Paradero PD115,4e64b745c65b2dc8a095c0d5,0,-33.462165005326014,-70.60887336730957,Bus Line
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Parada 4 - Estadio Nacional (PD560),4e8ee0759adf0d7c3543a702,1,-33.46186328287447,-70.60652019428484,Bus Line
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Panificio,5746e324498e2b7c894be467,2,-33.460498,-70.605432,Bakery
Villa Presidente Frei,-33.46035023456251,-70.60807716409211,"Ñuñoa, Santiago de Chile",Metro Estadio Nacional,5750684e498edb94cbced4e9,12,-33.46277038828111,-70.60690764327988,Metro Station
Villa Los Jardines,-33.460067958613635,-70.58919183065998,"Ñuñoa, Santiago de Chile",Parque Juan XXIII,4c44e054f97fbe9afdd1bb30,105,-33.461876006124605,-70.58900379912308,Park
Villa Los Jardines,-33.460067958613635,-70.58919183065998,"Ñuñoa, Santiago de Chile",Plaza Tocornal,54498f96498e78621ab417b9,7,-33.45925179536711,-70.59195779843431,Plaza
Villa Los Jardines,-33.460067958613635,-70.58919183065998,"Ñuñoa, Santiago de Chile",Ciclovía Juan Moya,4f6c9922e4b032eb6238252e,2,-33.46184323944381,-70.58891300458748,Other Great Outdoors
Villa Los Jardines,-33.460067958613635,-70.58919183065998,"Ñuñoa, Santiago de Chile",Yoga Kundalini,4ddd91551f6e03694730952c,4,-33.46133193453545,-70.59091612401214,Yoga Studio
Villa Los Jardines,-33.460067958613635,-70.58919183065998,"Ñuñoa, Santiago de Chile",Pastelería Zuckerhut,4e2c3f93091ac5a470e5ddf7,1,-33.45878163796191,-70.58651447296143,Cupcake Shop
Villa Lo Plaza,-33.46170943237828,-70.58549728537099,"Ñuñoa, Santiago de Chile",Los Pincheira,4b5a2e72f964a5207fb228e3,136,-33.4617441726923,-70.58469672921225,Hot Dog Joint
Villa Lo Plaza,-33.46170943237828,-70.58549728537099,"Ñuñoa, Santiago de Chile",Panaderia Los Cerezos,4dc6bb0c45dd264552906c53,10,-33.462374394060554,-70.58707603011416,Bakery
Villa Lo Plaza,-33.46170943237828,-70.58549728537099,"Ñuñoa, Santiago de Chile",Botilleria Unicornio Azul,4f3ec652e4b0a793b31b99e2,2,-33.462363309362935,-70.58718641144095,Food & Drink Shop
Villa Lo Plaza,-33.46170943237828,-70.58549728537099,"Ñuñoa, Santiago de Chile",Il Pollo Italiano,4e29a898e4cd6c6cb3535765,0,-33.4619682481631,-70.58459534859183,Fast Food Restaurant
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",Qué Leo Ñuñoa,51afc146498e638ff8cc2ffa,18,-33.44830251976662,-70.58068751769886,Bookstore
Villa Los Presidentes,-33.44814999999994,-70.58036999999996,"Ñuñoa, Santiago de Chile",Patagonia Sushi & Cevicheria,5692f98f498e604b3c266612,7,-33.446637,-70.581875,Asian Restaurant
